Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Hour,Location,Merchant_Category,Payment_Method,Device_Type,Is_Fraud
T409,1025,1936.99,4,Chennai,Fashion,Net Banking,Laptop,0
T410,1098,2436.96,18,Bangalore,Grocery,UPI,Mobile,0
T411,1049,1842.13,9,Nagpur,Fashion,UPI,Laptop,0
T412,1152,516.0,10,Bangalore,Entertainment,Net Banking,Mobile,0
T413,1151,2171.66,14,Kolkata,Entertainment,UPI,Mobile,0
T414,1012,5564.07,5,Nagpur,Travel,Net Banking,Mobile,0
T415,1059,294.62,14,Nagpur,Food,Card,Mobile,0
T416,1134,334.31,4,Chennai,Electronics,Card,Mobile,0
T417,1056,1752.6,18,Delhi,Fashion,Net Banking,Mobile,0
T418,1035,11370.38,21,Chennai,Food,UPI,Laptop,0
T419,1172,4417.39,18,Mumbai,Electronics,Net Banking,Mobile,0
T420,1019,4541.15,9,Bangalore,Fashion,Net Banking,Mobile,0
T421,1064,1797.17,11,Nagpur,Food,Card,Mobile,0
T422,1007,3602.27,21,Chennai,Grocery,UPI,Mobile,0
T423,1143,40.73,3,Chennai,Fashion,Card,Mobile,1
T424,1141,4043.46,17,Bangalore,Food,UPI,Tablet,0
T425,1114,9780.6,15,Bangalore,Entertainment,UPI,Mobile,0
T426,1142,3792.92,7,Kolkata,Electronics,Card,Mobile,0
T427,1091,8276.34,3,Nagpur,Food,UPI,Laptop,0
T428,1097,5149.03,22,Hyderabad,Grocery,UPI,Mobile,0
T429,1065,513.87,11,Kolkata,Fashion,Card,Laptop,0
T430,1031,9309.7,1,Pune,Fashion,UPI,Mobile,0
T431,1190,275.02,3,Mumbai,Fashion,UPI,Mobile,0
T432,1085,3054.0,4,Mumbai,Grocery,Net Banking,Mobile,0
T433,1050,613.24,2,Hyderabad,Electronics,Card,Mobile,1
T434,1152,47.1,8,Delhi,Fashion,Card,Mobile,0
T435,1185,2192.96,20,Kolkata,Electronics,UPI,Laptop,0
T436,1062,1398.46,17,Hyderabad,Food,Card,Laptop,0
T437,1189,2662.13,10,Delhi,Entertainment,Net Banking,Laptop,0
T438,1124,3443.42,2,Delhi,Entertainment,Card,Laptop,1
T439,1149,178.9,22,Hyderabad,Electronics,UPI,Mobile,0
T440,1057,525.01,1,Mumbai,Electronics,UPI,Mobile,0
T441,1057,3271.6,8,Pune,Entertainment,Card,Mobile,0
T442,1085,1681.3,13,Mumbai,Fashion,Card,Laptop,0
T443,1048,5225.11,3,Chennai,Travel,UPI,Mobile,0
T444,1179,4225.56,8,Mumbai,Travel,UPI,Mobile,0
T445,1169,7472.95,12,Mumbai,Grocery,Card,Laptop,0
T446,1069,4717.03,17,Kolkata,Entertainment,Net Banking,Mobile,0
T447,1014,2247.99,14,Hyderabad,Entertainment,Card,Mobile,0
T448,1053,4470.77,9,Hyderabad,Grocery,Card,Mobile,0
T449,1187,1288.44,15,Chennai,Travel,UPI,Mobile,0
T450,1100,1462.94,11,Chennai,Food,Card,Laptop,0
T451,1007,6223.31,19,Kolkata,Fashion,Net Banking,Tablet,0
T452,1052,2365.39,4,Hyderabad,Fashion,Card,Mobile,0
T453,1059,6405.49,1,Mumbai,Food,Card,Mobile,1
T454,1107,6913.39,9,Pune,Food,Card,Laptop,0
T455,1004,7795.4,0,Delhi,Travel,UPI,Mobile,0
T456,1102,9938.12,6,Bangalore,Grocery,UPI,Mobile,0
T457,1195,2255.4,16,Delhi,Food,UPI,Tablet,0
T458,1005,1535.99,15,Chennai,Grocery,Card,Laptop,0
T459,1108,3491.0,23,Chennai,Electronics,Card,Mobile,0
T460,1115,1855.59,2,Delhi,Fashion,UPI,Mobile,0
T461,1093,3675.92,13,Bangalore,Travel,Card,Laptop,0
T462,1046,4891.07,9,Mumbai,Fashion,Net Banking,Laptop,0
T463,1098,4664.2,21,Pune,Travel,Card,Laptop,0
T464,1054,1877.15,6,Pune,Electronics,UPI,Mobile,0
T465,1167,730.22,16,Delhi,Fashion,Card,Tablet,0
T466,1051,2252.19,5,Bangalore,Electronics,UPI,Mobile,0
T467,1143,615.38,22,Kolkata,Travel,Card,Laptop,0
T468,1012,8832.63,21,Chennai,Food,Card,Mobile,0
T469,1113,1697.84,3,Nagpur,Fashion,Card,Mobile,1
T470,1123,671.12,16,Mumbai,Electronics,Card,Tablet,0
T471,1105,103.11,8,Kolkata,Entertainment,Card,Mobile,0
T472,1157,4151.83,3,Delhi,Fashion,UPI,Mobile,0
T473,1146,4052.33,6,Pune,Fashion,UPI,Laptop,0
T474,1144,1665.73,22,Chennai,Fashion,UPI,Mobile,0
T475,1119,297.65,1,Kolkata,Grocery,UPI,Laptop,0
T476,1062,2108.02,16,Kolkata,Electronics,UPI,Mobile,0
T477,1018,1491.32,23,Hyderabad,Electronics,Card,Mobile,0
T478,1091,4521.91,7,Hyderabad,Fashion,UPI,Tablet,0
T479,1057,3723.38,22,Bangalore,Food,Card,Mobile,0
T480,1182,1813.96,14,Bangalore,Fashion,UPI,Laptop,0
T481,1089,983.05,14,Delhi,Grocery,Card,Mobile,0
T482,1116,17703.4,7,Kolkata,Travel,Card,Laptop,1
T483,1061,2420.56,15,Nagpur,Grocery,UPI,Mobile,0
T484,1022,4662.53,18,Pune,Food,Card,Mobile,0
T485,1126,605.86,10,Delhi,Fashion,Net Banking,Laptop,0
T486,1136,2658.94,1,Nagpur,Electronics,Net Banking,Mobile,0
T487,1139,111.69,22,Chennai,Entertainment,Card,Laptop,0
T488,1128,2816.47,23,Bangalore,Fashion,Card,Laptop,0
T489,1057,13298.88,16,Hyderabad,Food,UPI,Laptop,0
T490,1121,1939.38,15,Mumbai,Electronics,UPI,Tablet,0
T491,1000,159.11,14,Kolkata,Grocery,Card,Mobile,0
T492,1033,125.78,12,Chennai,Travel,UPI,Mobile,0
T493,1095,1964.01,14,Hyderabad,Travel,UPI,Mobile,0
T494,1125,697.53,3,Pune,Fashion,Card,Mobile,1
T495,1117,94.52,15,Pune,Grocery,Card,Mobile,0
T496,1047,5645.85,11,Hyderabad,Entertainment,UPI,Mobile,0
T497,1088,2453.82,3,Chennai,Entertainment,Card,Mobile,1
T498,1116,1365.71,2,Hyderabad,Food,UPI,Mobile,0
T499,1128,9213.67,21,Nagpur,Travel,Card,Mobile,0
T500,1015,493.82,16,Delhi,Grocery,UPI,Laptop,0
T501,1188,12486.89,21,Bangalore,Fashion,Net Banking,Mobile,0
T502,1191,1507.32,17,Nagpur,Electronics,Net Banking,Mobile,0
T503,1190,8771.47,17,Mumbai,Fashion,Card,Laptop,0
T504,1068,3694.7,22,Hyderabad,Fashion,Card,Mobile,0
T505,1021,7011.09,16,Mumbai,Grocery,UPI,Tablet,0
T506,1092,16543.96,11,Mumbai,Travel,Card,Mobile,0
T507,1194,1360.99,22,Nagpur,Grocery,Card,Mobile,0
T508,1075,12990.69,20,Bangalore,Electronics,Net Banking,Laptop,0
T509,1153,1973.79,23,Chennai,Grocery,Card,Laptop,0
T510,1143,1947.86,3,Pune,Food,Card,Mobile,1
T511,1178,1664.41,11,Delhi,Fashion,Card,Laptop,0
T512,1085,3118.37,22,Kolkata,Travel,UPI,Mobile,0
T513,1184,669.63,21,Pune,Entertainment,UPI,Mobile,0
T514,1028,3227.16,20,Bangalore,Electronics,Card,Mobile,0
T515,1068,3120.97,19,Kolkata,Entertainment,Card,Mobile,0
T516,1046,5740.29,14,Pune,Fashion,Card,Mobile,0
T517,1093,7174.64,22,Hyderabad,Grocery,UPI,Tablet,0
T518,1189,2322.43,15,Hyderabad,Entertainment,Card,Mobile,0
T519,1196,1440.05,4,Nagpur,Food,Net Banking,Mobile,0
T520,1143,1200.83,20,Mumbai,Grocery,Card,Mobile,0
T521,1175,865.78,14,Kolkata,Fashion,Net Banking,Laptop,0
T522,1084,237.5,16,Bangalore,Entertainment,Card,Tablet,0
T523,1038,1676.93,17,Bangalore,Electronics,UPI,Laptop,0
T524,1099,1260.2,4,Pune,Entertainment,Card,Tablet,0
T525,1032,13574.99,12,Nagpur,Entertainment,Card,Laptop,0
T526,1100,3263.15,18,Pune,Travel,Net Banking,Tablet,0
T527,1022,1706.41,12,Pune,Entertainment,Net Banking,Laptop,0
T528,1009,3474.46,17,Bangalore,Fashion,Card,Mobile,0
T529,1068,599.56,13,Pune,Electronics,UPI,Mobile,0
T530,1099,2348.26,3,Mumbai,Fashion,UPI,Mobile,0
T531,1033,3936.5,3,Pune,Food,Net Banking,Mobile,0
T532,1179,2684.74,19,Kolkata,Grocery,Card,Mobile,0
T533,1137,2055.18,19,Mumbai,Entertainment,UPI,Mobile,0
T534,1146,20364.17,18,Bangalore,Travel,UPI,Tablet,1
T535,1185,8491.56,12,Nagpur,Electronics,Card,Mobile,0
T536,1095,3906.35,11,Hyderabad,Travel,Net Banking,Laptop,0
T537,1000,3370.09,6,Kolkata,Travel,Card,Laptop,0
T538,1068,3877.29,11,Mumbai,Travel,Card,Tablet,0
T539,1003,899.14,20,Nagpur,Entertainment,UPI,Tablet,0
T540,1015,2011.02,3,Nagpur,Electronics,UPI,Laptop,0
T541,1023,161.04,1,Mumbai,Electronics,Card,Mobile,1
T542,1079,2581.59,1,Bangalore,Travel,Card,Mobile,1
T543,1001,3132.5,4,Delhi,Grocery,Net Banking,Mobile,0
T544,1127,1033.79,22,Nagpur,Entertainment,Card,Laptop,0
T545,1159,13300.15,9,Nagpur,Entertainment,UPI,Laptop,0
T546,1083,9607.62,9,Bangalore,Fashion,UPI,Laptop,0
T547,1151,5122.6,8,Bangalore,Entertainment,Card,Mobile,0
T548,1139,3049.02,12,Pune,Travel,Net Banking,Mobile,0
T549,1177,8159.93,6,Bangalore,Food,UPI,Mobile,0
T550,1162,560.05,4,Nagpur,Travel,UPI,Mobile,0
T551,1123,6252.31,9,Mumbai,Electronics,UPI,Mobile,0
T552,1032,533.31,9,Delhi,Entertainment,UPI,Mobile,0
T553,1160,6323.61,5,Chennai,Entertainment,UPI,Laptop,0
T554,1188,1290.57,18,Pune,Fashion,Net Banking,Mobile,0
T555,1178,8385.23,20,Chennai,Food,Card,Mobile,0
T556,1170,11532.62,7,Mumbai,Entertainment,Card,Tablet,0
T557,1100,644.41,0,Delhi,Fashion,Card,Mobile,1
T558,1011,2484.61,16,Delhi,Fashion,Card,Mobile,0
T559,1066,15850.61,6,Delhi,Food,Card,Mobile,0
T560,1064,2642.0,13,Hyderabad,Travel,Net Banking,Mobile,0
T561,1160,7967.12,20,Mumbai,Travel,UPI,Mobile,0
T562,1167,3554.04,20,Kolkata,Travel,UPI,Mobile,0
T563,1073,1882.13,16,Pune,Grocery,UPI,Mobile,0
T564,1042,1346.28,8,Pune,Travel,UPI,Mobile,0
T565,1043,908.72,16,Delhi,Food,UPI,Mobile,0
T566,1028,5738.55,4,Mumbai,Grocery,Net Banking,Laptop,0
T567,1140,1954.56,19,Hyderabad,Travel,Card,Mobile,0
T568,1011,2863.83,7,Delhi,Grocery,Net Banking,Tablet,0
T569,1094,2711.66,5,Bangalore,Food,UPI,Mobile,0
T570,1045,3444.17,10,Kolkata,Travel,Card,Mobile,0
T571,1129,8027.06,18,Chennai,Electronics,UPI,Laptop,0
T572,1034,15798.76,3,Pune,Entertainment,UPI,Mobile,0
T573,1080,2094.19,17,Chennai,Food,Card,Mobile,0
T574,1089,7029.87,0,Nagpur,Fashion,UPI,Laptop,0
T575,1007,5784.65,12,Delhi,Fashion,Card,Mobile,0
T576,1092,3408.84,13,Bangalore,Food,Card,Laptop,0
T577,1153,12498.55,23,Pune,Fashion,Net Banking,Tablet,0
T578,1089,894.95,0,Chennai,Food,UPI,Mobile,0
T579,1161,462.83,10,Kolkata,Electronics,Net Banking,Mobile,0
T580,1114,7695.55,16,Hyderabad,Food,UPI,Mobile,0
T581,1104,2313.21,3,Mumbai,Travel,Card,Tablet,1
T582,1134,7508.46,11,Pune,Travel,UPI,Laptop,0
T583,1195,8943.08,9,Kolkata,Grocery,UPI,Tablet,0
T584,1057,257.97,5,Chennai,Fashion,Net Banking,Mobile,0
T585,1113,8598.25,0,Mumbai,Entertainment,Card,Laptop,1
T586,1074,2379.14,6,Chennai,Fashion,Net Banking,Mobile,0
T587,1156,2856.93,20,Mumbai,Food,Net Banking,Mobile,0
T588,1119,3940.34,15,Hyderabad,Entertainment,UPI,Tablet,0
T589,1163,10435.5,23,Hyderabad,Entertainment,Net Banking,Mobile,0
T590,1020,77.2,13,Delhi,Fashion,Card,Tablet,0
T591,1163,2591.5,22,Delhi,Entertainment,Net Banking,Mobile,0
T592,1137,4655.45,19,Pune,Entertainment,UPI,Laptop,0
T593,1100,5130.72,19,Hyderabad,Travel,Card,Mobile,0
T594,1151,4717.54,5,Bangalore,Electronics,Net Banking,Mobile,0
T595,1191,577.49,21,Chennai,Food,UPI,Mobile,0
T596,1176,1423.25,4,Chennai,Fashion,UPI,Mobile,0
T597,1098,1777.13,23,Chennai,Travel,UPI,Mobile,0
T598,1035,6527.5,20,Pune,Grocery,Card,Laptop,0
T599,1095,1307.13,17,Chennai,Entertainment,UPI,Mobile,0
T600,1151,946.46,14,Nagpur,Entertainment,UPI,Mobile,0
T601,1150,12628.12,5,Mumbai,Fashion,Card,Mobile,0
T602,1189,35.61,18,Chennai,Electronics,Card,Mobile,0
T603,1036,24515.29,0,Kolkata,Electronics,Card,Laptop,1
T604,1011,4518.2,0,Mumbai,Fashion,Card,Laptop,1
T605,1112,7051.97,12,Delhi,Fashion,UPI,Mobile,0
T606,1182,1396.07,2,Chennai,Travel,UPI,Mobile,0
T607,1012,57.67,9,Kolkata,Fashion,Net Banking,Laptop,0
T608,1022,5355.65,20,Bangalore,Grocery,UPI,Mobile,0
T609,1098,7186.56,2,Kolkata,Travel,Card,Mobile,1
T610,1104,5395.63,8,Hyderabad,Entertainment,Net Banking,Mobile,0
T611,1029,616.57,7,Hyderabad,Entertainment,UPI,Mobile,0
T612,1016,5600.4,2,Delhi,Entertainment,UPI,Mobile,0
T613,1112,5860.01,12,Nagpur,Entertainment,UPI,Mobile,0
T614,1061,4298.1,5,Pune,Food,Net Banking,Mobile,0
T615,1083,5811.72,12,Pune,Grocery,UPI,Mobile,0
T616,1111,7481.17,22,Bangalore,Travel,Card,Mobile,0
T617,1085,3803.57,19,Delhi,Travel,UPI,Mobile,0
T618,1140,371.11,19,Delhi,Entertainment,Card,Mobile,0
T619,1186,2674.82,11,Nagpur,Electronics,Card,Mobile,0
T620,1018,323.32,12,Chennai,Travel,Card,Tablet,0
T621,1176,2093.91,1,Pune,Grocery,Card,Mobile,1
T622,1099,2090.96,20,Chennai,Fashion,Card,Laptop,0
T623,1139,273.16,23,Delhi,Grocery,Card,Mobile,0
T624,1188,1715.88,22,Chennai,Entertainment,UPI,Laptop,0
T625,1146,470.62,15,Hyderabad,Entertainment,UPI,Mobile,0
T626,1075,6605.94,22,Bangalore,Food,Net Banking,Mobile,0
T627,1008,11802.12,5,Pune,Travel,Card,Laptop,0
T628,1198,300.26,18,Nagpur,Travel,UPI,Mobile,0
T629,1027,12414.62,20,Bangalore,Travel,Net Banking,Laptop,0
T630,1127,2957.41,12,Mumbai,Entertainment,Card,Mobile,0
T631,1051,1424.22,16,Hyderabad,Travel,UPI,Tablet,0
T632,1082,319.91,22,Nagpur,Electronics,UPI,Laptop,0
T633,1110,2777.59,8,Kolkata,Electronics,Card,Tablet,0
T634,1143,6329.54,16,Bangalore,Fashion,Net Banking,Mobile,0
T635,1116,4911.51,1,Delhi,Travel,UPI,Mobile,0
T636,1068,206.12,18,Mumbai,Food,Card,Laptop,0
T637,1098,302.78,18,Nagpur,Fashion,Card,Laptop,0
T638,1139,2062.5,23,Delhi,Entertainment,Card,Tablet,0
T639,1024,1399.88,6,Hyderabad,Travel,Card,Mobile,0
T640,1179,1057.86,21,Kolkata,Electronics,UPI,Laptop,0
T641,1122,1319.6,9,Mumbai,Food,UPI,Mobile,0
T642,1052,6508.02,9,Pune,Fashion,Card,Mobile,0
T643,1150,10593.17,19,Kolkata,Food,Net Banking,Mobile,0
T644,1143,2077.47,8,Delhi,Travel,Card,Mobile,0
T645,1056,9462.57,16,Bangalore,Grocery,Card,Tablet,0
T646,1038,1551.46,14,Chennai,Food,Card,Mobile,0
T647,1108,2588.39,1,Nagpur,Food,UPI,Mobile,0
T648,1180,1024.88,3,Mumbai,Entertainment,Card,Mobile,1
T649,1041,4091.9,18,Delhi,Electronics,Card,Mobile,0
T650,1185,15449.34,16,Pune,Travel,Card,Mobile,0
T651,1166,3700.25,4,Chennai,Food,UPI,Mobile,0
T652,1141,1771.51,6,Nagpur,Travel,Net Banking,Mobile,0
T653,1121,4174.42,17,Nagpur,Electronics,Card,Laptop,0
T654,1132,524.63,20,Delhi,Entertainment,Card,Tablet,0
T655,1162,8780.63,21,Pune,Travel,UPI,Mobile,0
T656,1074,2797.34,6,Hyderabad,Electronics,UPI,Mobile,0
T657,1145,2386.62,16,Chennai,Electronics,Card,Mobile,0
T658,1075,3526.25,6,Hyderabad,Fashion,Net Banking,Laptop,0
T659,1008,3921.01,3,Mumbai,Entertainment,UPI,Mobile,0
T660,1073,297.93,7,Delhi,Entertainment,UPI,Mobile,0
T661,1185,4590.59,12,Chennai,Travel,UPI,Mobile,0
T662,1144,1107.93,3,Mumbai,Grocery,Net Banking,Tablet,0
T663,1006,5006.39,5,Kolkata,Fashion,UPI,Mobile,0
T664,1173,6915.92,4,Hyderabad,Entertainment,Card,Mobile,0
T665,1140,6517.72,11,Kolkata,Electronics,Card,Tablet,0
T666,1167,3216.32,3,Kolkata,Entertainment,UPI,Laptop,0
T667,1169,2937.29,23,Chennai,Grocery,Card,Laptop,0
T668,1136,616.69,8,Nagpur,Food,UPI,Mobile,0
T669,1177,5972.78,3,Mumbai,Food,UPI,Tablet,0
T670,1026,1266.57,18,Kolkata,Entertainment,UPI,Laptop,0
T671,1121,2746.24,23,Pune,Entertainment,Net Banking,Laptop,0
T672,1193,1337.83,13,Bangalore,Fashion,Card,Laptop,0
T673,1004,574.69,4,Hyderabad,Entertainment,Net Banking,Laptop,0
T674,1028,3972.23,17,Hyderabad,Grocery,UPI,Mobile,0
T675,1164,223.46,9,Pune,Entertainment,Card,Mobile,0
T676,1165,5523.56,18,Chennai,Travel,UPI,Laptop,0
T677,1082,1528.48,11,Chennai,Grocery,Card,Mobile,0
T678,1135,0.54,17,Chennai,Fashion,UPI,Mobile,0
T679,1108,2862.63,16,Mumbai,Travel,UPI,Mobile,0
T680,1064,191.94,23,Delhi,Travel,Card,Laptop,0
T681,1085,1292.79,10,Kolkata,Food,UPI,Mobile,0
T682,1144,4910.01,2,Nagpur,Grocery,UPI,Laptop,0
T683,1070,258.96,22,Bangalore,Travel,Card,Mobile,0
T684,1044,7313.82,16,Delhi,Fashion,Card,Mobile,0
T685,1131,15.31,0,Delhi,Food,Card,Mobile,1
T686,1035,1133.82,14,Pune,Travel,UPI,Mobile,0
T687,1069,5402.23,8,Mumbai,Grocery,Net Banking,Mobile,0
T688,1158,1520.77,14,Hyderabad,Food,Net Banking,Mobile,0
T689,1018,429.86,23,Hyderabad,Grocery,UPI,Mobile,0
T690,1188,1786.61,2,Pune,Grocery,UPI,Tablet,0
T691,1107,1261.0,21,Mumbai,Grocery,Card,Mobile,0
T692,1181,7398.7,18,Pune,Food,UPI,Laptop,0
T693,1166,1503.71,12,Hyderabad,Travel,Card,Mobile,0
T694,1090,6222.31,11,Delhi,Entertainment,Card,Mobile,0
T695,1089,8897.76,19,Nagpur,Electronics,UPI,Mobile,0
T696,1018,2275.35,0,Kolkata,Travel,Card,Laptop,1
T697,1038,9629.26,20,Chennai,Food,UPI,Laptop,0
T698,1125,1894.88,16,Mumbai,Electronics,UPI,Laptop,0
T699,1194,13305.67,12,Kolkata,Electronics,Card,Mobile,0
T700,1172,374.12,0,Bangalore,Electronics,Card,Laptop,1
T701,1140,4646.45,9,Bangalore,Entertainment,Net Banking,Mobile,0
T702,1125,2723.4,14,Delhi,Fashion,UPI,Mobile,0
T703,1057,1961.8,6,Pune,Food,Card,Mobile,0
T704,1147,4006.43,21,Pune,Entertainment,Card,Mobile,0
T705,1199,4867.65,17,Hyderabad,Entertainment,UPI,Mobile,0
T706,1060,17.49,15,Delhi,Fashion,UPI,Laptop,0
T707,1126,730.66,13,Hyderabad,Electronics,Card,Mobile,0
T708,1104,4993.73,17,Hyderabad,Fashion,Card,Mobile,0
T709,1166,4391.08,6,Bangalore,Fashion,Net Banking,Mobile,0
T710,1000,13531.17,16,Hyderabad,Entertainment,UPI,Laptop,0
T711,1130,5725.8,17,Kolkata,Food,Net Banking,Mobile,0
T712,1091,12045.23,11,Chennai,Grocery,UPI,Mobile,0
T713,1189,4849.91,7,Hyderabad,Fashion,Net Banking,Laptop,0
T714,1190,1415.58,21,Bangalore,Fashion,Card,Mobile,0
T715,1112,445.36,1,Chennai,Electronics,UPI,Mobile,0
T716,1152,6089.81,6,Pune,Electronics,Card,Mobile,0
T717,1055,4132.98,3,Mumbai,Entertainment,UPI,Mobile,0
T718,1160,197.54,17,Nagpur,Electronics,UPI,Laptop,0
T719,1165,1785.46,5,Hyderabad,Travel,Card,Mobile,0
T720,1116,12567.64,8,Kolkata,Fashion,Net Banking,Mobile,0
T721,1133,2775.8,8,Chennai,Electronics,Net Banking,Mobile,0
T722,1057,2267.67,13,Mumbai,Food,Card,Mobile,0
T723,1043,2447.74,7,Bangalore,Travel,UPI,Laptop,0
T724,1172,937.24,18,Mumbai,Entertainment,Card,Mobile,0
T725,1159,1839.94,2,Nagpur,Grocery,Card,Mobile,1
T726,1172,1846.96,17,Kolkata,Fashion,UPI,Laptop,0
T727,1060,215.1,4,Mumbai,Fashion,Card,Laptop,0
T728,1046,5836.62,13,Kolkata,Food,Net Banking,Laptop,0
T729,1148,2154.87,3,Chennai,Grocery,Card,Mobile,1
T730,1079,6907.93,6,Mumbai,Grocery,UPI,Laptop,0
T731,1117,7597.77,19,Kolkata,Entertainment,UPI,Mobile,0
T732,1163,953.0,11,Mumbai,Entertainment,Card,Mobile,0
T733,1146,4284.22,1,Mumbai,Travel,Card,Mobile,1
T734,1019,2556.77,10,Delhi,Fashion,UPI,Laptop,0
T735,1184,8486.28,13,Hyderabad,Electronics,UPI,Mobile,0
T736,1145,972.06,21,Bangalore,Entertainment,Card,Mobile,0
T737,1046,4530.5,22,Nagpur,Food,UPI,Mobile,0
T738,1048,3743.45,15,Bangalore,Food,Card,Mobile,0
T739,1013,1399.94,19,Delhi,Food,Card,Laptop,0
T740,1142,587.51,5,Delhi,Entertainment,UPI,Mobile,0
T741,1158,4218.07,22,Chennai,Entertainment,Card,Mobile,0
T742,1000,5366.78,3,Delhi,Food,UPI,Laptop,0
T743,1116,1517.01,14,Hyderabad,Entertainment,UPI,Mobile,0
T744,1053,4140.66,23,Delhi,Electronics,Net Banking,Laptop,0
T745,1117,2010.97,0,Mumbai,Electronics,UPI,Laptop,0
T746,1002,4995.98,6,Bangalore,Travel,Net Banking,Tablet,0
T747,1143,888.65,11,Pune,Fashion,UPI,Laptop,0
T748,1184,8836.93,9,Nagpur,Electronics,UPI,Mobile,0
T749,1011,1355.39,4,Delhi,Travel,Net Banking,Mobile,0
T750,1073,1834.11,11,Bangalore,Grocery,UPI,Mobile,0
T751,1015,239.39,17,Chennai,Fashion,Card,Mobile,0
T752,1199,472.94,9,Delhi,Electronics,UPI,Mobile,0
T753,1101,2901.54,5,Hyderabad,Grocery,Net Banking,Mobile,0
T754,1151,1245.67,11,Delhi,Travel,UPI,Laptop,0
T755,1155,7218.9,6,Delhi,Electronics,UPI,Mobile,0
T756,1116,59.21,17,Kolkata,Electronics,UPI,Mobile,0
T757,1007,1906.3,1,Kolkata,Entertainment,Net Banking,Mobile,0
T758,1121,1646.01,9,Delhi,Grocery,Card,Mobile,0
T759,1091,78.07,14,Chennai,Electronics,UPI,Tablet,0
T760,1163,531.24,11,Kolkata,Food,Card,Mobile,0
T761,1089,2135.3,16,Delhi,Entertainment,UPI,Mobile,0
T762,1135,2715.91,3,Nagpur,Entertainment,UPI,Mobile,0
T763,1185,2072.0,6,Bangalore,Electronics,Card,Mobile,0
T764,1059,3028.08,8,Kolkata,Entertainment,Card,Mobile,0
T765,1177,3616.77,18,Kolkata,Fashion,UPI,Laptop,0
T766,1027,39.89,22,Hyderabad,Grocery,Card,Mobile,0
T767,1100,2495.19,6,Delhi,Fashion,Card,Mobile,0
T768,1040,13241.69,22,Delhi,Travel,UPI,Mobile,0
T769,1191,2927.82,1,Delhi,Fashion,Card,Laptop,1
T770,1154,4527.13,5,Delhi,Food,UPI,Laptop,0
T771,1190,1495.07,17,Kolkata,Entertainment,Net Banking,Mobile,0
T772,1144,5948.73,5,Mumbai,Entertainment,Card,Mobile,0
T773,1160,5929.84,12,Mumbai,Food,Card,Laptop,0
T774,1156,2946.69,18,Pune,Entertainment,UPI,Laptop,0
T775,1140,14921.11,1,Delhi,Fashion,UPI,Laptop,0
T776,1045,536.64,11,Pune,Travel,Net Banking,Laptop,0
T777,1034,68.37,14,Nagpur,Electronics,Net Banking,Mobile,0
T778,1133,5881.46,13,Pune,Food,UPI,Mobile,0
T779,1081,6583.49,5,Bangalore,Fashion,Card,Laptop,0
T780,1114,512.28,17,Mumbai,Fashion,Card,Tablet,0
T781,1196,1234.71,4,Mumbai,Fashion,Card,Mobile,0
T782,1046,70.83,17,Delhi,Electronics,Card,Mobile,0
T783,1152,1388.64,2,Kolkata,Grocery,UPI,Tablet,0
T784,1193,5933.72,2,Delhi,Entertainment,UPI,Mobile,0
T785,1009,2918.92,21,Nagpur,Entertainment,Card,Laptop,0
T786,1055,1711.43,21,Hyderabad,Travel,UPI,Mobile,0
T787,1029,1859.2,9,Nagpur,Grocery,Card,Mobile,0
T788,1108,5.42,18,Bangalore,Entertainment,Card,Mobile,0
T789,1004,1425.56,2,Delhi,Travel,UPI,Mobile,0
T790,1118,4159.02,11,Delhi,Travel,Card,Mobile,0
T791,1032,14628.66,15,Nagpur,Fashion,Card,Mobile,0
T792,1117,7510.86,16,Nagpur,Food,Card,Laptop,0
T793,1064,95.51,6,Nagpur,Fashion,Card,Tablet,0
T794,1145,9153.17,12,Mumbai,Electronics,UPI,Mobile,0
T795,1176,6115.09,23,Pune,Entertainment,Net Banking,Mobile,0
T796,1010,6063.36,1,Pune,Travel,Card,Mobile,1
T797,1084,2449.93,3,Delhi,Food,Card,Mobile,1
T798,1025,2030.03,9,Mumbai,Entertainment,UPI,Mobile,0
T799,1062,1443.4,6,Nagpur,Travel,Net Banking,Mobile,0
T800,1085,271.81,23,Delhi,Travel,Card,Mobile,0
T801,1058,1036.3,16,Mumbai,Fashion,Card,Mobile,0
T802,1026,1132.66,19,Bangalore,Food,UPI,Mobile,0
T803,1176,2647.19,5,Hyderabad,Food,UPI,Laptop,0
T804,1160,5504.5,18,Mumbai,Entertainment,Card,Mobile,0
T805,1097,2568.37,4,Chennai,Travel,UPI,Laptop,0
T806,1104,238.34,9,Delhi,Food,Card,Tablet,0
T807,1098,12660.37,8,Kolkata,Food,UPI,Tablet,0
T808,1128,11439.52,12,Pune,Entertainment,UPI,Tablet,0
T809,1148,6152.0,18,Chennai,Fashion,Net Banking,Mobile,0
T810,1054,18990.58,20,Nagpur,Grocery,UPI,Mobile,0
T811,1005,3145.28,23,Hyderabad,Electronics,Card,Mobile,0
T812,1196,13162.38,5,Kolkata,Grocery,Card,Laptop,0
T813,1094,314.46,3,Bangalore,Food,Net Banking,Laptop,0
T814,1132,1820.81,23,Kolkata,Travel,Card,Laptop,0
T815,1101,1021.54,2,Hyderabad,Electronics,Card,Mobile,1
T816,1002,871.79,2,Kolkata,Electronics,Card,Laptop,1
T817,1180,607.03,3,Hyderabad,Travel,UPI,Mobile,0
